Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Chorizo Sausage Patties,South,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-20,158,1 EACH,14.3g,1g,4.5g,0g,0.1g,0g,29.3mg,0g,363.4mg,6.1g,13.1mg,0.7mg,mcg,mg
French Toast,South,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-20,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Home Fries,South,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,194,4 OZ,11.2g,22.4g,0.8g,0g,0g,0g,0mg,0g,57.5mg,1.4g,0mg,0mg,0mcg,mg
Oatmeal Hot Cereal,South,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-20,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Plant-Based Breakfast Sausage,South,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Lemon Blueberry Bread,South,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-20,265,1/16 loaf,10.2g,40.7g,4.4g,1.2g,0g,22.9g,39.9mg,1.7g,215.4mg,3g,17.5mg,1.2mg,0mcg,50.6mg
Chefs Omelet Du Jour,South,Breakfast,"Milk, Eggs, Soybeans",[],2023-02-20,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Fried Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Chef's Choice Soup du Jour,South,Lunch,,[],2023-02-20,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Awesome Burger,South,Lunch,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-20,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Beef Burger No Bun,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-20,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Curly Fries,South,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-20,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Grilled Cheese,South,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-20,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-20,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,South,Lunch,,['Gluten Friendly'],2023-02-20,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Beef & Bean Burrito,South,Lunch,"Milk, Wheat, Soybeans",[],2023-02-20,355,1 EACH,14.3g,44g,6.6g,0.2g,0g,4.5g,30.4mg,2g,976.6mg,13.9g,347.5mg,2.3mg,0mcg,286.1mg
Tortilla Chips,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,142,1 OZ,6.1g,19.2g,0.5g,0g,0g,0g,0mg,0g,111.4mg,2g,0mg,0mg,mcg,mg
Fried Cabbage,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,29,3 OZ,0.4g,6.2g,0g,1.1g,0g,2.9g,0mg,0g,68.3mg,1.1g,34.8mg,0.2mg,0mcg,158.7mg
Kielbasa,South,Lunch,,['Gluten Friendly'],2023-02-20,306,3 OZ,27.5g,4.6g,9.2g,0g,0g,1.5g,45.9mg,0g,1132.2mg,7.7g,39.8mg,0.6mg,mcg,mg
Potato & Cheese Pierogi,South,Lunch,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-20,343,4 EACH,15.7g,42.8g,5.5g,0.2g,0g,1.5g,25.1mg,0g,696.6mg,7.1g,32.9mg,2.3mg,0mcg,266.3mg
Summer Vegetable Medley,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,14,3 OZ,0.2g,2.9g,0g,0.4g,0g,1.8g,0mg,0g,108.8mg,1g,13mg,0.3mg,0mcg,205.7mg
Char Siu Chicken,South,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Smart Check']",2023-02-20,256,1 EACH,7.5g,6.3g,1.6g,0.1g,0g,4.7g,170.9mg,4g,501.5mg,36.3g,36.9mg,1.9mg,0mcg,6.8mg
Hunan Beef,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-20,151,4 OZ,6.5g,7.5g,1.8g,1.2g,0g,3.2g,35.5mg,0.6g,304.5mg,14.6g,24.8mg,1.7mg,0.7mcg,320.2mg
Szechuan Vegetable Stirfry,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,90,4 OZ,1.5g,14.6g,0.1g,1.8g,0g,3.7g,0mg,0g,261.4mg,4.5g,40.6mg,0.5mg,2.8mcg,228.4mg
White Rice,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Herb Grilled Tofu,South,Lunch,Soybeans,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-20,141,1 PIECE,8.5g,2.9g,0.9g,0g,0g,0g,0mg,0g,616mg,11.5g,108.3mg,1.9mg,0mcg,167.5mg
Marinara Sauce,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Spinach & Artichoke Dip,South,Lunch,Milk,"['Gluten Friendly', 'Vegetarian']",2023-02-20,414,3 OZ,31.1g,22.2g,10.3g,0.1g,0g,1g,43.9mg,0g,582.3mg,9.8g,204.8mg,0.2mg,0mcg,12.2mg
Tortilla Chips,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,142,1 OZ,6.1g,19.2g,0.5g,0g,0g,0g,0mg,0g,111.4mg,2g,0mg,0mg,mcg,mg
S'mores Cookies,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-20,190,1 EACH,9g,25g,4.5g,0g,0g,13g,10mg,13g,200.2mg,1g,10.1mg,1.3mg,0mcg,30mg
Sugar Cookies,South,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-20,164,1 EACH,7.2g,23.6g,4.1g,0g,0g,13.4g,15.4mg,0g,143.8mg,2.1g,0mg,0.7mg,mcg,35.9mg
Pan Seared Tuna Steak w/ Lime,South,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-20,148,1 each,2.3g,1.8g,0.3g,0.1g,0g,1.3g,46.7mg,0g,180.7mg,28g,4mg,0.9mg,1.9mcg,599.1mg
Chef's Choice Soup du Jour,South,Dinner,,[],2023-02-20,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Awesome Burger,South,Dinner,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-20,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Beef Burger No Bun,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-20,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Curly Fries,South,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-20,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Grilled Cheese,South,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-20,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-20,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,South,Dinner,,['Gluten Friendly'],2023-02-20,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Halal Chicken Shawarma,South,Dinner,,['Gluten Friendly'],2023-02-20,210,4 OZ,13.5g,2.3g,3.3g,0.9g,0g,0.1g,106.3mg,0g,676.8mg,20.8g,17.4mg,7.1mg,0mcg,33.9mg
Jasmine Rice,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,87,3 OZ,0g,19.6g,0g,0.6g,0g,0g,0mg,0g,2.4mg,1.7g,13.4mg,0.2mg,0mcg,0mg
Baked Sweet Potato,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,132,1 HALF,1.8g,27.1g,0.1g,4g,0g,5.6g,0mg,0g,74.1mg,2.1g,40.4mg,0.8mg,0mcg,453.8mg
Country Fried Steak,South,Dinner,"Milk, Wheat, Gluten",[],2023-02-20,319,1 EA,15.3g,29.4g,2.3g,1g,0g,1g,35.4mg,0g,901.1mg,16.2g,30.4mg,2.4mg,0mcg,263.3mg
Country Gravy,South,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-20,51,2 OZL,3.2g,4g,1g,0g,0g,0.5g,0mg,0g,209.9mg,0.6g,3.2mg,0.2mg,0mcg,7.1mg
Rice Pilaf,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,141,3 oz,3.7g,23.8g,0.3g,0.2g,0g,0.5g,0mg,0g,190.9mg,2.5g,24.1mg,1.2mg,0mcg,70.8mg
Sauteed Spinach With Garlic,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,37,4 OZ,1g,5.5g,0.1g,2.5g,0g,0.5g,0mg,0g,132.8mg,3.4g,115.5mg,3mg,0mcg,620.9mg
Burrito Bowl Bar,South,Dinner,,[],2023-02-20,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Marinara Sauce,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Roasted Green Beans With Lemon And Dill,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,47,4 OZ,1.1g,9.1g,0.2g,3.7g,0g,4.2g,0mg,0g,57.7mg,2.2g,51.3mg,0.8mg,0mcg,171.5mg
Cherry Pie,South,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,388,1/8 PIE,17.5g,55g,7.5g,2.5g,0g,18.8g,0mg,0g,400mg,3.8g,0mg,1.8mg,0mcg,mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Toast Stix,South,Breakfast,"Wheat, Soybeans, Gluten",['Vegetarian'],2/22/2023,540,5 EACH,34.3g,54.7g,2.9g,1.3g,0g,12.7g,0mg,12.7g,572.3mg,6.4g,25.4mg,3.2mg,0mcg,63.6mg
Hard Boiled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Lyonnaise Potatoes,South,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,118,4 OZ,2.7g,20.6g,0.9g,0g,0g,0.4g,19.7mg,0g,213.4mg,1.9g,2.7mg,0.3mg,0mcg,301.1mg
Oatmeal Hot Cereal,South,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/22/2023,80,6 OZL,1.6g,14.4g,0.3g,2.1g,0g,0.5g,0mg,0g,61.6mg,2.7g,14mg,0.8mg,0mcg,79.7mg
Plant-Based Breakfast Sausage,South,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Turkey Sausage Links,South,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/22/2023,153,2 EACH,12g,0g,3.8g,0g,0g,0g,65.7mg,0g,470.7mg,10.9g,0mg,0.8mg,0mcg,mg
Strawberry Banana Muffin,South,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,333,1 EACH,15.4g,42.8g,1.6g,0.4g,0g,26.4g,59.4mg,25.2g,214.2mg,3.8g,29.7mg,0.5mg,0.3mcg,50.3mg
Chefs Omelet Du Jour,South,Breakfast,"Milk, Eggs, Soybeans",[],2/22/2023,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Fried Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Grilled Salmon,South,Lunch,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/22/2023,162,1 EACH,7.1g,0.1g,1g,0g,0g,0g,45.2mg,0g,86.5mg,22.1g,0.4mg,0mg,0mcg,1.2mg
Chef's Choice Soup du Jour,South,Lunch,,[],2/22/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2/22/2023,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
California Veggie Burger w/ Bun,South,Lunch,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2/22/2023,290,1 EACH,7g,43g,0g,6g,0g,5g,0mg,0g,510mg,11g,100mg,3.8mg,0mcg,mg
Crinkle Cut Fries,South,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/22/2023,240,4 OZ,17.7g,21g,1.8g,2g,0g,0g,0mg,0g,420.2mg,2g,0mg,0.4mg,mcg,280.2mg
Grilled Cheese,South,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/22/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/22/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,South,Lunch,,['Gluten Friendly'],2/22/2023,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Halal BBQ Chicken,South,Lunch,,['Gluten Friendly'],2/22/2023,260,1 PORT,19.8g,0g,6.2g,0g,0g,0g,67.6mg,0g,864.8mg,19.8g,0mg,0.4mg,0mcg,0mg
Roasted Potato Medley,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,118,4 OZ,3g,21.7g,0.9g,2.8g,0g,2.8g,0mg,0g,118mg,2.5g,24.1mg,1mg,0mcg,501.3mg
Bacon Wrapped Pork Loin,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2/22/2023,247,4 OZ,13.6g,0.1g,4.8g,0g,0g,0g,93.2mg,0g,212mg,28.6g,0.4mg,1.3mg,0mcg,1.3mg
Buffalo Cauliflower,South,Lunch,Soybeans,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2/22/2023,84,5 OZ,3.7g,11.3g,0.6g,4.6g,0g,4.3g,0mg,0g,520.1mg,4.3g,50.7mg,1mg,0mcg,676.9mg
Farro Risotto,South,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2/22/2023,296,4 OZ,6.1g,51.2g,2.1g,0.2g,0g,0.4g,7.6mg,0g,215.1mg,10.7g,24.5mg,3.4mg,0mcg,412.3mg
Macaroni & Cheese,South,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/22/2023,325,6 OZ,18.4g,25.4g,10g,0.8g,0g,4.9g,42.4mg,0g,505.2mg,14.3g,367.7mg,1mg,1.6mcg,80.5mg
Peas With Feta,South,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,63,3 OZL,0.6g,9.6g,0.3g,3.2g,0g,0g,1.2mg,0g,20.1mg,4.3g,15.2mg,0.8mg,0mcg,108.6mg
Pork Cider Gravy,South,Lunch,"Wheat, Soybeans",['Less Sodium'],2/22/2023,72,2 OZL,2.8g,10.9g,0.9g,0g,0g,8.2g,0.2mg,0g,155.5mg,0.6g,1.2mg,0.3mg,0mcg,4.2mg
Baked Sesame Nuggets,South,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,222,4 OZ,9.9g,24.7g,0g,4.9g,0g,0g,0mg,0g,369.8mg,14.8g,98.6mg,3.6mg,0mcg,mg
Cornbread,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,186,1/35 HFSHT,7.3g,25.9g,0.7g,0g,0g,10.5g,23.6mg,9.7g,266.4mg,3.7g,82mg,1.1mg,0.1mcg,51.9mg
Nashville Hot Chicken Bites,South,Lunch,"Milk, Eggs, Wheat, Gluten",[],2/22/2023,392,4 OZ,27g,21.3g,6.4g,1.4g,0g,0.5g,56.9mg,0.5g,794.9mg,15.5g,0.4mg,1.4mg,0mcg,6.7mg
Spicy Red Beans and Rice,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,201,6 OZ,2g,39g,0.3g,0.5g,0g,1.7g,0mg,0g,243.3mg,5.8g,58.2mg,2.2mg,0mcg,90.9mg
Marinara Sauce,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Raspberry Oat Bar,South,Lunch,"Milk, Eggs, Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,316,1/35 HFPAN,12.4g,48.4g,7.2g,0.5g,0g,25.6g,22.6mg,13.1g,238mg,3.1g,21.3mg,1.1mg,0mcg,76.4mg
Red Velvet Cookie,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,190,1 EACH,9g,26g,4.5g,1g,0g,16g,15mg,0g,95mg,2g,20mg,1.4mg,mcg,mg
Grilled Chicken Breast,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/22/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,South,Dinner,,[],2/22/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/22/2023,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
California Veggie Burger w/ Bun,South,Dinner,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2/22/2023,290,1 EACH,7g,43g,0g,6g,0g,5g,0mg,0g,510mg,11g,100mg,3.8mg,0mcg,mg
Crinkle Cut Fries,South,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/22/2023,240,4 OZ,17.7g,21g,1.8g,2g,0g,0g,0mg,0g,420.2mg,2g,0mg,0.4mg,mcg,280.2mg
Grilled Cheese,South,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/22/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs,South,Dinner,,['Gluten Friendly'],2/22/2023,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Halal Cajun Chicken,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/22/2023,139,4 OZ,4.3g,0g,0.1g,0g,0g,0g,65.2mg,0g,117.5mg,26.1g,0mg,0.7mg,0mcg,mg
Mashed Red Potatoes with Garlic,South,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,129,4 OZ,6.3g,17.9g,4g,2g,0g,2.8g,17.5mg,0g,270.8mg,3.2g,43.3mg,0.7mg,0.3mcg,469mg
BBQ Kansas City Pork Spare Ribs,South,Dinner,,['Gluten Friendly'],2/22/2023,472,8 OZ,33.8g,21.3g,13.1g,1.2g,0g,16.7g,77.3mg,3.6g,616.7mg,21.9g,45.7mg,2mg,0mcg,59mg
Collard Greens with Applewood Bacon,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/22/2023,45,3 OZ,1.8g,4.9g,0.5g,2.4g,0g,0.7g,4.1mg,0g,345.5mg,3g,130.4mg,0.3mg,0mcg,132.8mg
Green Beans,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,35,3 OZ,0g,6.7g,0g,2.2g,0g,2.2g,0mg,0g,0mg,1.5g,45mg,0.8mg,mcg,164.9mg
Old Bay Roasted Sweet Potatoes,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,60,3 OZL,1.1g,11.7g,0.2g,1.8g,0g,2.4g,0mg,0g,92mg,0.9g,17.5mg,0.4mg,0mcg,196.5mg
Sizzlin' Tater Crusted Fish,South,Dinner,"Fish, Wheat, Soybeans",['Less Sodium'],2/22/2023,204,1 EA,11.2g,13.3g,1.5g,1g,0g,0g,45.9mg,0g,316.4mg,13.3g,0mg,0.7mg,mcg,mg
Firey Tequila Lime Shrimp,South,Dinner,"Fish, Crustacean Shellfish","['Gluten Friendly', 'Less Sodium']",2/22/2023,69,3 OZ,0.2g,0g,0g,0g,0g,0g,101.3mg,0g,296.3mg,14.6g,47mg,0.2mg,0mcg,102.1mg
Flame Roasted Corn and Peppers,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,123,3 OZ,6.5g,13.9g,1.2g,0g,0g,6.5g,0mg,0g,120.6mg,2.8g,0mg,0.5mg,mcg,168mg
Grilled Mojito & Lime Chicken,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/22/2023,220,1 EACH,7g,0.2g,1.6g,0.1g,0g,0g,164.1mg,0g,289mg,34.4g,32.7mg,1.7mg,0mcg,4.7mg
Yellow Rice w/ Pinto Beans,South,Dinner,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2/22/2023,216,6 OZ,0g,46.9g,0g,1.4g,0g,0.8g,0mg,0g,524.9mg,6.1g,54mg,2.8mg,0mcg,230.8mg
Biscuits N' Honey,South,Dinner,"Milk, Wheat",['Vegetarian'],2/22/2023,301,1 EACH,13.7g,39.1g,8.4g,1g,0g,6g,10.1mg,2g,810.4mg,6g,20mg,1.8mg,0mcg,1.2mg
