Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Harissa Vinaigrette,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,188,1 OZL,20.1g,2.2g,2.8g,0.3g,0g,1.4g,0mg,0.3g,175.6mg,0.2g,9.2mg,0.3mg,0mcg,14.2mg
Seared Chicken Breast,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,91,1 EACH,2.7g,0.1g,0.6g,0g,0g,0g,48.3mg,0g,190mg,17.2g,0.3mg,0.4mg,0mcg,1.1mg
Balsamic Gastrique,McMahon,Lunch,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2/16/2023,41,1/2 OZL,0g,8.9g,0g,0g,0g,8.9g,0mg,2.5g,0mg,0g,0mg,0mg,mcg,mg
Bruschetta,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,42,4 OZ,2.5g,4.8g,0.3g,0.1g,0g,3g,0mg,0g,230mg,1.1g,15.7mg,0.4mg,0mcg,277.7mg
Vegan Breaded Eggplant,McMahon,Lunch,"Wheat, Gluten","['Vegetarian', 'Vegan']",2/16/2023,160,3 OZ,8.1g,20.6g,0.6g,2.4g,0g,2.7g,0mg,0g,523.6mg,2.8g,48.6mg,0.7mg,0.4mcg,136mg
Bangin' Cheddar Grits,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,139,4 OZL,6.8g,14.9g,4.3g,1g,0g,0g,20.3mg,0g,305.8mg,4.7g,93.4mg,0.7mg,0mcg,1mg
Shrimp And Chorizo Stir Fry With Poblano,McMahon,Lunch,"Fish, Crustacean Shellfish","['Gluten Friendly', 'Less Sodium']",2/16/2023,82,3 OZ,3.1g,2.2g,1.2g,0.4g,0g,0.9g,69.7mg,0g,431.2mg,10.3g,33.7mg,0.3mg,0mcg,85.7mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Meatballs,McMahon,Lunch,"Milk, Eggs, Wheat",['Less Sodium'],2/16/2023,350,1 EACH,22.8g,12g,11g,0.6g,1g,1.3g,107.8mg,0g,334.8mg,24.3g,79.3mg,2.9mg,0.2mcg,66.7mg
Parmesan,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,20,1 TBSP,1.5g,0g,1g,0g,0g,0g,5mg,0g,65.5mg,2g,49.4mg,0mg,mcg,mg
Spaghetti,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Ruben Pizza,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2/16/2023,291,1 PLATE,14.1g,24.3g,6g,0.9g,0g,1.8g,36.4mg,0.5g,531.2mg,13.7g,240.3mg,1.7mg,0mcg,39mg
Death by Chocolate Pudding,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,317,1/35 PAN,12.9g,46.8g,7.6g,0.6g,0.1g,33.5g,12.7mg,11.5g,345.2mg,3.9g,85.7mg,1.5mg,1mcg,64.8mg
"Red ,White & Blue Cookies",McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,160,1 EACH,7g,24g,3g,0g,0g,15g,10mg,0g,130mg,1g,8mg,1mg,mcg,35mg
Salmon A La Nage,McMahon,Dinner,"Milk, Fish","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,307,1 PLATE,12.6g,19.6g,3.1g,1.6g,0g,1.8g,54.3mg,0.4g,473.6mg,25.1g,148.4mg,0.6mg,0mcg,152.8mg
Cavatappi,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,203,4 OZ,3.6g,37.7g,1.3g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,107.8mg
Fried Chicken & Potato Salad,McMahon,Dinner,"Milk, Eggs, Wheat, Gluten",['Less Sodium'],2/16/2023,847,1 PLATE,67.7g,23.7g,13.7g,2.5g,0g,2.2g,130.4mg,0g,290.2mg,40.2g,31.3mg,2.1mg,0.1mcg,503.3mg
Fried Polenta With Whitebean Ragout,McMahon,Dinner,"Milk, Gluten",[],2/16/2023,278,1 PLATE,13.2g,31.7g,2.5g,4.1g,0g,6.1g,10mg,0g,566.3mg,9.1g,196.4mg,1.4mg,1.2mcg,16.8mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Ropa Vieja,McMahon,Dinner,Gluten,['Less Sodium'],2/16/2023,570,1 PLATE,28.7g,58.1g,8.4g,2.5g,0g,26.3g,73.8mg,0g,773.8mg,19.2g,83.7mg,3.5mg,0mcg,813.4mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2/16/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Fried Plantains,McMahon,Dinner,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,294,3 EACH,15.4g,38.8g,1.6g,1.5g,0g,32.8g,0mg,0g,0mg,0.7g,5.2mg,0.4mg,0mcg,552.1mg
Ropa Vieja,McMahon,Dinner,,['Gluten Friendly'],2/16/2023,282,6 OZ,18.4g,11.9g,7.3g,1.5g,0g,4.4g,73.8mg,0g,771.4mg,16.6g,60.7mg,2.1mg,0mcg,401.4mg
White Rice,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Fried Chicken,McMahon,Dinner,"Milk, Eggs, Wheat, Gluten",['Less Sodium'],2/16/2023,501,1 PORT,43.9g,6.6g,8g,0.2g,0g,0.1g,77.3mg,0g,124.8mg,21.3g,13.6mg,1.1mg,0.1mcg,28.1mg
Red Potato Salad,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,106,3 OZ,6.2g,12.8g,0.6g,1.7g,0g,1.5g,0mg,0g,81.2mg,2.5g,13.3mg,0.5mg,0mcg,356.4mg
Fried Polenta Cakes,McMahon,Dinner,"Milk, Gluten","['Less Sodium', 'Vegetarian']",2/16/2023,187,1 EACH,12.2g,15.6g,2.5g,0g,0g,2.8g,10mg,0g,170.6mg,5.1g,144.3mg,0.4mg,1.2mcg,0.6mg
White Bean Ragout,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,69,3 OZ,0.8g,12g,0.1g,3g,0g,2.5g,0mg,0g,296.8mg,3g,39mg,0.7mg,0mcg,12.1mg
Nage,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2/16/2023,72,4 OZL,5.2g,3.9g,3.8g,0.5g,0g,1g,18.2mg,0g,403.7mg,1g,267.7mg,0.4mg,0mcg,40mg
"Potato, Peas And Carrots",McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,109,4 OZ,2.9g,17.7g,0.2g,1.3g,0g,1.3g,0mg,0.4g,207.4mg,2.6g,14.1mg,0.4mg,0mcg,131.6mg
Seared Salmon,McMahon,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,162,1 EACH,7.1g,0g,1g,0g,0g,0g,45.2mg,0g,64.3mg,22.1g,0.4mg,0mg,0mcg,1.2mg
Alfredo Sauce,McMahon,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2/16/2023,325,4 OZL,27.2g,3.7g,17.3g,0g,0g,4.7g,88.8mg,0g,507.4mg,13g,1384.5mg,0.1mg,0.8mcg,4.7mg
Buttery Garlic Bread,McMahon,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,121,1 SLICE,5.3g,14.9g,3.1g,0.4g,0g,0.1g,12.7mg,0g,169.6mg,2.9g,4.1mg,1mg,0mcg,31.9mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Penne Pasta,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Roasted Chicken,McMahon,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium']",2/16/2023,81,2 OZ,1.7g,0.7g,0.3g,0g,0g,0g,40.5mg,0g,216mg,14.9g,17.6mg,0.5mg,mcg,mg
Roasted Veggie Chicken Strips,McMahon,Dinner,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,102,2 OZ,2.7g,2.3g,0.3g,0g,0g,0.6g,0mg,0g,268.8mg,15.9g,29.7mg,2.1mg,0mcg,0.6mg
Steamed Broccoli,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,24,3 OZ,0.3g,4.3g,0g,2g,0g,1.3g,0mg,0g,23mg,2.5g,40.8mg,0.7mg,0mcg,276.4mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chef's Choice Pizza,McMahon,Dinner,"Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2/16/2023,123,1/16 PIZZA,2.8g,20.4g,0.4g,1.2g,0g,1.6g,0mg,0.4g,186mg,3.6g,12.2mg,1.2mg,0mcg,27.8mg
Cinnamon Roll Cheesecake,McMahon,Dinner,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,246,1/20 CAKE,16.5g,23.7g,10.8g,0.1g,0g,20.2g,75mg,18.8g,141.5mg,3.8g,98.9mg,0.3mg,0.1mcg,12.1mg
Chefs Omelet Du Jour,McMahon,Breakfast,"Milk, Eggs, Soybeans",[],2023-02-17,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Chorizo Sausage Patties,McMahon,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-17,158,1 EACH,14.3g,1g,4.5g,0g,0.1g,0g,29.3mg,0g,363.4mg,6.1g,13.1mg,0.7mg,mcg,mg
French Toast,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-17,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Fried Tater Tots,McMahon,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-17,303,4 OZ,20.9g,26.3g,2.2g,2.8g,0g,0g,0mg,0g,497.9mg,2.8g,0mg,0.5mg,0mcg,318.1mg
Hard Boiled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,McMahon,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Assorted Donuts,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-17,432,1 EACH,24.2g,49.4g,10.6g,0.1g,0g,18g,10mg,0g,488.9mg,6.6g,8.7mg,2.1mg,0mcg,mg
Ginger Chicken Meatball Noodle Bowl,McMahon,Lunch,"Wheat, Soybeans, Sesame","['Gluten Friendly', 'Smart Check']",2023-02-17,310,1 PLATE,6g,40.4g,1g,3.2g,0g,7.2g,88.9mg,2g,737.1mg,25.7g,66.5mg,3.4mg,0mcg,315.2mg
Fish & Chips,McMahon,Lunch,"Milk, Fish, Wheat, Soybeans, Gluten",[],2023-02-17,274,1 PLATE,9g,28.6g,0.9g,0.5g,0g,1.5g,45mg,0g,627.2mg,21.4g,142.5mg,1mg,0mcg,190.8mg
Kale Okonomiyaki,McMahon,Lunch,"Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-17,226,1 PLATE,13.3g,18.8g,2.7g,1.7g,0g,2.7g,69mg,0.3g,360.8mg,7.5g,54mg,2.2mg,0.4mcg,139.3mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Meatloaf With Cheddar Garlic Mashed,McMahon,Lunch,"Milk, Eggs, Wheat",[],2023-02-17,571,1 PLATE,34.7g,37.3g,17.1g,3.9g,1g,10.2g,178.8mg,0g,969mg,29.9g,135.3mg,4.3mg,0.7mcg,490.7mg
Rotini,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,mg
Chef's Choice Soup du Jour,McMahon,Lunch,,[],2023-02-17,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Cheddar Garlic Mashed Potato,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,118,3 OZ,6.5g,13.3g,4.2g,1.5g,0g,2.1g,19.2mg,0g,239.5mg,3.8g,72.4mg,0.5mg,0.3mcg,350.7mg
Meatloaf,McMahon,Lunch,"Eggs, Wheat",[],2023-02-17,384,4 OZ,24.6g,16g,10.8g,0.5g,1g,5.9g,151.2mg,0g,583.2mg,24.2g,33.3mg,3.2mg,0.4mcg,36.7mg
Mushroom Gravy,McMahon,Lunch,"Milk, Wheat",['Less Sodium'],2023-02-17,47,2 OZL,3.3g,3.4g,2g,0.1g,0g,0.1g,8.4mg,0g,136.7mg,0.9g,4mg,0.2mg,0mcg,18.2mg
Roasted Green Beans,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,33,3 OZ,0.5g,6.9g,0.1g,2.8g,0g,3.2g,0mg,0g,14.5mg,1.7g,38.5mg,0.6mg,0mcg,127.6mg
Battered Cod,McMahon,Lunch,"Milk, Fish, Wheat",['Less Sodium'],2023-02-17,176,1 EACH,1.4g,20.1g,0.2g,0g,0g,1g,45mg,0g,367mg,20.8g,132.5mg,0.8mg,0mcg,60.7mg
Straight Cut French Fries,McMahon,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-17,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Carrot and Snow Pea Stir Fry,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,47,3 OZ,1.3g,6.9g,0.1g,2.3g,0g,4.1g,0mg,0g,112mg,2.1g,31.5mg,1.3mg,0mcg,227.7mg
Ginger Chicken Meatballs,McMahon,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,127,2 EACH,4.5g,2.2g,0.9g,0.2g,0g,0.4g,88.9mg,0g,380.4mg,20.4g,5.4mg,1.6mg,0mcg,39.6mg
Pho Broth,McMahon,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,20,4 OZL,0.1g,4.8g,0g,0.6g,0g,2.2g,0mg,1.7g,210mg,0.5g,18.9mg,0.3mg,0mcg,34.8mg
Rice Noodles,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,150,4 OZ,0g,34.4g,0g,0g,0g,0g,0mg,0g,4.4mg,3.5g,10.6mg,0.4mg,0mcg,10.6mg
Kale And Brussel Sprout Okonomiyaki,McMahon,Lunch,"Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-17,226,1 EACH,13.3g,18.8g,2.7g,1.7g,0g,2.7g,69mg,0.3g,360.8mg,7.5g,54mg,2.2mg,0.4mcg,139.3mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chef's Choice Pizza,McMahon,Lunch,"Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-17,123,1/16 PIZZA,2.8g,20.4g,0.4g,1.2g,0g,1.6g,0mg,0.4g,186mg,3.6g,12.2mg,1.2mg,0mcg,27.8mg
Oatmeal Raisin Cookies,McMahon,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,140,1 EACH,4.5g,22g,1.5g,0g,0g,13g,0mg,8g,85mg,2g,9mg,0.7mg,0mcg,82mg
Raspberry Coconut Magic Bars,McMahon,Lunch,"Milk, Wheat, Soybeans, Coconut","['Less Sodium', 'Vegetarian']",2023-02-17,271,1/35 HFPAN,9g,44.8g,7.1g,1.5g,0g,34.7g,5.8mg,14.8g,128.7mg,2.7g,61.3mg,0.4mg,0mcg,88.6mg
Roasted Chicken With Asparagus And Potato,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,222,1 PLATE,6.2g,23.9g,0.9g,4.2g,0g,4.2g,50.9mg,0g,566.1mg,23g,43.6mg,3.1mg,0mcg,735.8mg
Harissa Roasted Swordfish With Linguini,McMahon,Dinner,"Fish, Wheat",['Less Sodium'],2023-02-17,589,1 PLATE,28.7g,50.1g,4.5g,2.8g,0g,6.7g,75mg,0g,278.9mg,32.5g,79.8mg,4.4mg,23.8mcg,1091mg
Japanese Soba Noodles In Sweet Soy Broth,McMahon,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-17,190,1 PLATE,1.6g,35.2g,0.2g,0.3g,0g,4.9g,0mg,3.1g,952.1mg,8.1g,32mg,1.5mg,0mcg,136.9mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Rotini,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,mg
Texas Style Beef,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-17,580,1 PLATE,35.9g,17.7g,15.7g,2g,1.8g,5.2g,148mg,0g,915.7mg,40.1g,86.1mg,4.2mg,0mcg,197.8mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2023-02-17,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Asparagus With Prosciutto,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-17,32,3 OZ,1.3g,3.3g,0.2g,1.7g,0g,1.6g,2.5mg,0g,61.4mg,2.6g,20.2mg,1.8mg,0mcg,170.4mg
Crushed Red Potatoes,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,97,4 OZ,2.6g,19.1g,0.2g,2.3g,0g,2.2g,0mg,0g,259.3mg,2.9g,18.9mg,0.8mg,0mcg,528.4mg
Roasted Sofrito Chicken,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,93,1 EACH,2.2g,1.5g,0.5g,0.3g,0g,0.4g,48.3mg,0g,245.4mg,17.5g,4.4mg,0.5mg,0mcg,37mg
Bangin' Cheddar Grits,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,139,4 OZL,6.8g,14.9g,4.3g,1g,0g,0g,20.3mg,0g,305.8mg,4.7g,93.4mg,0.7mg,0mcg,1mg
Grilled Vegetables,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,35,4 OZ,0.7g,6.9g,0.1g,1.5g,0g,4.5g,0mg,0g,131.3mg,1.4g,19mg,0.4mg,0mcg,248.9mg
Texas Style Beef,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-17,449,4 OZ,30.2g,1.3g,12.4g,0.1g,1.8g,1.8g,132.8mg,0g,587.8mg,35.5g,1.8mg,3.4mg,0mcg,10.4mg
Soba Noodles In Sweet Soy Broth,McMahon,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-17,190,1 BOWL,1.6g,35.2g,0.2g,0.3g,0g,4.9g,0mg,3.1g,952.1mg,8.1g,32mg,1.5mg,0mcg,136.9mg
Harissa Swordfish,McMahon,Dinner,Fish,"['Gluten Friendly', 'Less Sodium']",2023-02-17,186,4 OZ,9.2g,0.9g,1.9g,0.2g,0g,0.2g,75mg,0g,111.3mg,22.7g,21.1mg,0.8mg,23.8mcg,501.5mg
Linguini With Sun Dried Tomato Pesto,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,404,6 OZ,19.5g,49.2g,2.6g,2.6g,0g,6.4g,0mg,0g,168mg,9.8g,58.8mg,3.7mg,0mcg,590mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Prosciutto With Fresh Mozzarella Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-17,271,1 PLATE,12.7g,24.4g,5.5g,0.8g,0g,2.3g,26.5mg,0.9g,499mg,12.4g,137.3mg,1.5mg,0mcg,67.5mg
Assorted Cupcakes,McMahon,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,298,1 EA,13.7g,40.7g,7.2g,0.6g,0.1g,26.8g,10.3mg,11.9g,322mg,2.3g,17.1mg,1.3mg,0mcg,64.4mg
Bacon,McMahon,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-20,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Buttermilk Pancakes,McMahon,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-20,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Chefs Omelet Du Jour,McMahon,Breakfast,"Milk, Eggs, Soybeans",[],2023-02-20,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Fried Tater Tots,McMahon,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-20,303,4 OZ,20.9g,26.3g,2.2g,2.8g,0g,0g,0mg,0g,497.9mg,2.8g,0mg,0.5mg,0mcg,318.1mg
Hard Boiled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,McMahon,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-20,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Lemon Blueberry Bread,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-20,265,1/16 loaf,10.2g,40.7g,4.4g,1.2g,0g,22.9g,39.9mg,1.7g,215.4mg,3g,17.5mg,1.2mg,0mcg,50.6mg
Grilled Teriyaki Salmon With Red Cabbage And Pineapple Slaw,McMahon,Lunch,"Fish, Wheat, Soybeans, Sesame",['Smart Check'],2023-02-20,364,1 PLATE,8.1g,45.5g,1.1g,0.7g,0g,13.2g,45.2mg,0.4g,386.5mg,26.1g,43.1mg,1.9mg,0mcg,137.6mg
